"","date","count","positive","concentration","substitution","low_7_a","med_7_a","upr_7_a"
"227","2022/11/15",3,3,4.17666257,4.17666257,3.87319518781937,4.02654913669144,4.18852847953756
"228","2022/11/16",0,0,NA,NA,3.87379470033644,4.02689716040348,4.18976227779112
"229","2022/11/17",3,2,4.050362315,3.599898212,3.8740087789045,4.02707876192311,4.18843530560622
"230","2022/11/18",0,0,NA,NA,3.87610734788477,4.02861525694852,4.18980428252388
"231","2022/11/19",0,0,NA,NA,3.87760299427284,4.03061907472638,4.19344699393709
"232","2022/11/20",3,3,4.24233209,4.24233209,3.87796588980735,4.03215187901476,4.19553825194127
"233","2022/11/21",0,0,NA,NA,3.88040350698146,4.03391818336099,4.19618285123154
"234","2022/11/22",0,0,NA,NA,3.88206053248945,4.03563006615382,4.19845727190792
"235","2022/11/23",0,0,NA,NA,3.88318059383893,4.03665613701456,4.19889375098139
"236","2022/11/24",0,0,NA,NA,3.8838076644709,4.03729341076128,4.19958034203892
"237","2022/11/25",0,0,NA,NA,3.88579801567974,4.03958982429904,4.20197899284716
"238","2022/11/26",0,0,NA,NA,3.88763749460478,4.04118415210743,4.20112851995169
"239","2022/11/27",3,3,3.996379055,3.996379055,3.88747695560314,4.04132304985414,4.20135743557348
"240","2022/11/28",0,0,NA,NA,3.89000983587859,4.04296754044248,4.20178865460894
"241","2022/11/29",3,3,4.371600361,4.371600361,3.89202982816265,4.04437600411933,4.20194301201758
"242","2022/11/30",0,0,NA,NA,3.89225791826826,4.0446637633892,4.2015394720432
"243","2022/12/1",3,2,4.331130622,3.787077083,3.89303110734081,4.04557420871129,4.20151342323965
"244","2022/12/2",0,0,NA,NA,3.89346045738382,4.04429359738977,4.20003644153193
"245","2022/12/3",0,0,NA,NA,3.89390295852245,4.04406198244603,4.19990553006547
"246","2022/12/4",3,3,4.186945958,4.186945958,3.89512371304403,4.04455286541862,4.19825124193124
"247","2022/12/5",0,0,NA,NA,3.89211319757459,4.04458729017325,4.19878852808794
"248","2022/12/6",3,3,3.936210162,3.936210162,3.89044403217972,4.04404811045578,4.19735702356091
"249","2022/12/7",0,0,NA,NA,3.89222605037556,4.0432165119736,4.19624869868586
"250","2022/12/8",3,2,4.21004169,3.706351128,3.89172931258092,4.04377987283128,4.19674440047768
"251","2022/12/9",0,0,NA,NA,3.89105163802012,4.04295728246859,4.198681424036
"252","2022/12/10",0,0,NA,NA,3.89198493563294,4.04211985109249,4.19927912866415
"253","2022/12/11",3,3,4.432818335,4.432818335,3.88959519375931,4.04184563623001,4.19795520881605
"254","2022/12/12",0,0,NA,NA,3.88674811036299,4.0405936848308,4.19653551703127
"255","2022/12/13",3,3,4.10841679,4.10841679,3.88550605885364,4.03942261110273,4.19750715960193
"256","2022/12/14",0,0,NA,NA,3.88273334620548,4.03823613498207,4.19662658080883
"257","2022/12/15",3,2,3.829318931,3.452535955,3.88015734624353,4.0361527539906,4.19841533154602
"258","2022/12/16",0,0,NA,NA,3.87443410737079,4.03391231616777,4.19768149640788
"259","2022/12/17",0,0,NA,NA,3.87294683388745,4.0315857613223,4.19921612378234
"260","2022/12/18",3,3,4.097721709,4.097721709,3.86867037098206,4.02926110307197,4.20053196718134
"261","2022/12/19",0,0,NA,NA,3.86478441004754,4.02663805179694,4.201290501014
"262","2022/12/20",0,0,NA,NA,3.86036112673719,4.02489770569091,4.2036719904006
"263","2022/12/21",0,0,NA,NA,3.8577013066632,4.02240337367851,4.2059713821348
"264","2022/12/22",0,0,NA,NA,3.8543679005233,4.01926997408447,4.20465074206066
"265","2022/12/23",0,0,NA,NA,3.85247226751883,4.0171272482908,4.20118812294754
"266","2022/12/24",0,0,NA,NA,3.85093999046521,4.01426482508107,4.19911053332582
"267","2022/12/25",0,0,NA,NA,3.84705920235984,4.01060531730954,4.19593267778821
"268","2022/12/26",3,2,4.045991208,3.59698414,3.84462939305728,4.00674233904386,4.19138311100442
"269","2022/12/27",0,0,NA,NA,3.84296179153348,4.00318451316443,4.18361749838171
"270","2022/12/28",0,0,NA,NA,3.84056572801831,3.99971239927999,4.17930983331623
"271","2022/12/29",0,0,NA,NA,3.8367828860902,3.99515251480392,4.17188607638558
"272","2022/12/30",0,0,NA,NA,3.83526306582728,3.99000001963317,4.1674252410809
"273","2022/12/31",0,0,NA,NA,3.83038756986288,3.98470852499406,4.16177506700853
"274","2023/1/1",0,0,NA,NA,3.82583343229637,3.97892729168524,4.15223307931665
"275","2023/1/2",3,3,4.421684188,4.421684188,3.82136667138854,3.97189658734454,4.14245658289306
"276","2023/1/3",3,1,4.203336046,3.200425351,3.81699404084423,3.96445686311493,4.13186374137767
"277","2023/1/4",1,1,5.077760088,5.077760088,3.81095927241105,3.95469089833115,4.11738265845008
"278","2023/1/5",3,3,3.729141861,3.729141861,3.80110644152377,3.94333749529639,4.10489137560581
"279","2023/1/6",0,0,NA,NA,3.79260860352771,3.93144134025556,4.08666357711764
"280","2023/1/7",0,0,NA,NA,3.77985327153544,3.91858372060813,4.07144559488881
"281","2023/1/8",3,3,4.112167268,4.112167268,3.76853870297626,3.90250658762693,4.05460581361606
"282","2023/1/9",1,1,4.792349362,4.792349362,3.7542252472465,3.88603280605142,4.03367252538086
"283","2023/1/10",3,2,3.821759692,3.447496462,3.73875158373691,3.86842580811488,4.01271720897169
"284","2023/1/11",0,0,NA,NA,3.72185205843309,3.84928435754177,3.99103409388115
"285","2023/1/12",3,2,4.030523608,3.586672407,3.70099639470615,3.82862339920822,3.96570386108796
"286","2023/1/13",0,0,NA,NA,3.68345703128953,3.80711603604981,3.94310399224825
"287","2023/1/14",0,0,NA,NA,3.66549985582076,3.78630493996918,3.9180550676233
"288","2023/1/15",3,2,4.325548172,3.783355449,3.64556673293493,3.76554561550079,3.89548140804149
"289","2023/1/16",0,0,NA,NA,3.62480925708894,3.74548302915624,3.87252155892066
"290","2023/1/17",3,2,4.106699723,3.637456483,3.60061511466951,3.72444276177623,3.8482898038645
"291","2023/1/18",0,0,NA,NA,3.58045541967698,3.70343544910787,3.82576151907906
"292","2023/1/19",3,1,3.850772202,3.08290407,3.5584133717492,3.6822627915522,3.80560062120728
"293","2023/1/20",0,0,NA,NA,3.53508053544351,3.66294174055735,3.78742004957779
"294","2023/1/21",0,0,NA,NA,3.51512543145548,3.64439202099821,3.76697850084652
"295","2023/1/22",3,1,3.609818441,3.00258615,3.49597123341134,3.62609317800532,3.74926814605886
"296","2023/1/23",0,0,NA,NA,3.47773706708167,3.60906848315892,3.73146413549298
"297","2023/1/24",3,1,3.780726218,3.059555409,3.45808088012312,3.59303790366822,3.71446073911259
